"","Mesa","Department","District","Turnout","MAS.vote","VS","BBS","stolen.prop","bboxstuff.prop","Fraud.type"
"3204",3204,"La Paz",7,0.919199090307171,0.428957013398175,0,0,0,0,"Clean"
"3216",3216,"La Paz",7,0.99464289146387,0.336516269489879,0,1,0,0.943,"BBS"
"3223",3223,"La Paz",7,0.903092196977758,0.804977966738166,1,0,0.714,0,"VS"
"3225",3225,"La Paz",7,0.983004277282593,0.415632697772895,0,1,0,0.794,"BBS"
"3237",3237,"La Paz",7,0.918148475556224,0.285484685897437,0,0,0,0,"Clean"
"3242",3242,"La Paz",7,0.905871951397312,0.322523094027282,0,0,0,0,"Clean"
"3264",3264,"La Paz",7,0.923332603103403,0.290062408066679,0,0,0,0,"Clean"
"3268",3268,"La Paz",7,0.917762209012596,0.40872353498666,0,0,0,0,"Clean"
"3271",3271,"La Paz",7,0.934234331279447,0.364841256807116,0,0,0,0,"Clean"
"3275",3275,"La Paz",7,0.914581672801245,0.354133510726764,0,0,0,0,"Clean"
"3276",3276,"La Paz",7,0.93224429242958,0.85024779576921,1,0,0.758,0,"VS"
"3289",3289,"La Paz",7,0.993959192620463,0.296831514237615,0,1,0,0.919,"BBS"
"3290",3290,"La Paz",7,0.903152220267361,0.90909954781254,1,0,0.823,0,"VS"
"3292",3292,"La Paz",7,0.892410332379492,0.332162246910681,0,0,0,0,"Clean"
"3306",3306,"La Paz",7,0.907570495737324,0.402707526443339,0,0,0,0,"Clean"
"3311",3311,"La Paz",7,0.927011786547831,0.370073120843346,0,0,0,0,"Clean"
"3319",3319,"La Paz",7,0.918380223944965,0.86807599630894,1,0,0.785,0,"VS"
"3326",3326,"La Paz",7,0.927249570586629,0.893846760239149,1,0,0.828,0,"VS"
"3333",3333,"La Paz",7,0.902880338134413,0.413754614397124,0,0,0,0,"Clean"
"3345",3345,"La Paz",7,0.906408550755923,0.846162209464319,1,0,0.747,0,"VS"
"3346",3346,"La Paz",7,0.907013426488015,0.456590321454967,0,0,0,0,"Clean"
"3356",3356,"La Paz",7,0.985447975245609,0.279283379128586,0,1,0,0.772,"BBS"
"3398",3398,"La Paz",7,0.987624120657186,0.30925191078455,0,1,0,0.809,"BBS"
"3414",3414,"La Paz",7,0.903963192077649,0.305393529701405,0,0,0,0,"Clean"
"3415",3415,"La Paz",7,0.893099858635095,0.434504413371743,0,0,0,0,"Clean"
"3431",3431,"La Paz",7,0.89546511072309,0.363546872659499,0,0,0,0,"Clean"
"3441",3441,"La Paz",7,0.898404966508265,0.398840322608993,0,0,0,0,"Clean"
"3444",3444,"La Paz",8,0.931814111317951,0.414640521573951,0,0,0,0,"Clean"
"3456",3456,"La Paz",8,0.922207333029763,0.445909634455251,0,0,0,0,"Clean"
"3494",3494,"La Paz",8,0.990676057316817,0.366911465139451,0,1,0,0.881,"BBS"
"3501",3501,"La Paz",8,0.992905075409981,0.30858461233189,0,1,0,0.911,"BBS"
"3506",3506,"La Paz",8,0.914521223433156,0.34868359166044,0,0,0,0,"Clean"
"3525",3525,"La Paz",8,0.917019533777091,0.858333020737898,1,0,0.754,0,"VS"
"3526",3526,"La Paz",8,0.920754260238788,0.364016062072628,0,0,0,0,"Clean"
"3561",3561,"La Paz",8,0.920069112288322,0.481614638573469,0,0,0,0,"Clean"
"3563",3563,"La Paz",8,0.902109675010656,0.899920371524061,1,0,0.801,0,"VS"
"3568",3568,"La Paz",8,0.904128966665539,0.819820171401427,1,0,0.741,0,"VS"
"3576",3576,"La Paz",8,0.917238189609527,0.425635579409439,0,0,0,0,"Clean"
"3590",3590,"La Paz",8,0.987303471879648,0.34604058192182,0,1,0,0.875,"BBS"
"3596",3596,"La Paz",8,0.987546335792647,0.494849305411019,0,1,0,0.852,"BBS"
"3616",3616,"La Paz",8,0.917340599969095,0.91270467776579,1,0,0.855,0,"VS"
"3629",3629,"La Paz",8,0.915918101260025,0.478566354938945,0,0,0,0,"Clean"
"3636",3636,"La Paz",8,0.93140914304192,0.516849776782213,0,0,0,0,"Clean"
"3649",3649,"La Paz",8,0.898198942238759,0.379449467492794,0,0,0,0,"Clean"
"3653",3653,"La Paz",8,0.991271332079659,0.342621465877746,0,1,0,0.909,"BBS"
"3656",3656,"La Paz",8,0.899351844252343,0.354510677866911,0,0,0,0,"Clean"
"3658",3658,"La Paz",8,0.907176677211935,0.324693431478077,0,0,0,0,"Clean"
"3661",3661,"La Paz",8,0.897512526821439,0.391248265663716,0,0,0,0,"Clean"
"3678",3678,"La Paz",8,0.894484492380998,0.513168664205838,0,0,0,0,"Clean"
"3685",3685,"La Paz",8,0.89312540607472,0.429505198879971,0,0,0,0,"Clean"
"3688",3688,"La Paz",8,0.991053271946207,0.421659611007195,0,1,0,0.869,"BBS"
"3691",3691,"La Paz",8,0.897148298246882,0.915395862627652,1,0,0.825,0,"VS"
"3695",3695,"La Paz",8,0.92896979085213,0.872606188264142,1,0,0.775,0,"VS"
"3707",3707,"La Paz",8,0.914819321287973,0.901715872275696,1,0,0.814,0,"VS"
"3716",3716,"La Paz",8,0.991107350100428,0.309206640571996,0,1,0,0.863,"BBS"
"3724",3724,"La Paz",8,0.922079519967684,0.835741862412208,1,0,0.755,0,"VS"
"3750",3750,"La Paz",8,0.920429643678771,0.32542941028859,0,0,0,0,"Clean"
"3752",3752,"La Paz",8,0.989484673378911,0.39643809603138,0,1,0,0.871,"BBS"
"3768",3768,"La Paz",8,0.982037475471083,0.504359007250857,0,1,0,0.73,"BBS"
"3780",3780,"La Paz",8,0.931220490161285,0.871114853007577,1,0,0.738,0,"VS"
"3785",3785,"La Paz",8,0.942374252004712,0.892160369248828,1,0,0.826,0,"VS"
"3789",3789,"La Paz",8,0.936323460057507,0.502617782751699,0,0,0,0,"Clean"
"3795",3795,"La Paz",8,0.925365438236011,0.428297605065476,0,0,0,0,"Clean"
"3806",3806,"La Paz",8,0.900289239739493,0.339368363752169,0,0,0,0,"Clean"
"3819",3819,"La Paz",8,0.91172128045315,0.388979887951003,0,0,0,0,"Clean"
"3823",3823,"La Paz",8,0.894741370594938,0.423380314021357,0,0,0,0,"Clean"
"3827",3827,"La Paz",8,0.98863439014811,0.309822805074884,0,1,0,0.813,"BBS"
"3831",3831,"La Paz",8,0.919236771446402,0.880545962725189,1,0,0.8,0,"VS"
"3836",3836,"La Paz",8,0.991853435483185,0.441290092636097,0,1,0,0.862,"BBS"
"3838",3838,"La Paz",8,0.942423708386148,0.516069523667155,0,0,0,0,"Clean"
"3854",3854,"La Paz",8,0.997817544867525,0.336971205902981,0,1,0,0.976,"BBS"
"3880",3880,"La Paz",8,0.904103081355937,0.364684217116586,0,0,0,0,"Clean"
"3890",3890,"La Paz",8,0.989122573902148,0.518844359616412,0,1,0,0.885,"BBS"
"3897",3897,"La Paz",8,0.893970850535608,0.874073757369326,1,0,0.806,0,"VS"
"3908",3908,"La Paz",8,0.941816451924932,0.445969154351034,0,0,0,0,"Clean"
"3911",3911,"La Paz",8,0.922049452665164,0.464661888413803,0,0,0,0,"Clean"
"3929",3929,"La Paz",8,0.942314472749839,0.86913803053464,1,0,0.811,0,"VS"
"3967",3967,"La Paz",8,0.906869858774641,0.896342796087594,1,0,0.809,0,"VS"
"3970",3970,"La Paz",8,0.908483818019755,0.358676397316032,0,0,0,0,"Clean"
"3972",3972,"La Paz",8,0.991075485814345,0.389307650823896,0,1,0,0.883,"BBS"
"3974",3974,"La Paz",8,0.93701355600044,0.919577162848594,1,0,0.84,0,"VS"
"3986",3986,"La Paz",8,0.984317139545732,0.329765522119757,0,1,0,0.751,"BBS"
"3994",3994,"La Paz",8,0.917919171864443,0.907949919481904,1,0,0.839,0,"VS"
"3996",3996,"La Paz",8,0.911052575975212,0.313655026581472,0,0,0,0,"Clean"
"4003",4003,"La Paz",8,0.985742826254592,0.418911835209598,0,1,0,0.864,"BBS"
"4015",4015,"La Paz",8,0.987996355809752,0.356421656588307,0,1,0,0.828,"BBS"
"4025",4025,"La Paz",8,0.927793631493941,0.417450286847977,0,0,0,0,"Clean"
"4038",4038,"La Paz",8,0.976233673999701,0.509322289788655,0,1,0,0.743,"BBS"
"4067",4067,"La Paz",8,0.932034856510119,0.501858431214034,0,0,0,0,"Clean"
"4068",4068,"La Paz",8,0.930439415302658,0.420918826671841,0,0,0,0,"Clean"
"4070",4070,"La Paz",8,0.939048483936386,0.836154197276274,1,0,0.73,0,"VS"
"4074",4074,"La Paz",8,0.98224582521249,0.51172891919304,0,1,0,0.832,"BBS"
"4101",4101,"La Paz",8,0.92112444141792,0.801348727238212,1,0,0.694,0,"VS"
"4103",4103,"La Paz",8,0.975907406078548,0.406955988164471,0,1,0,0.746,"BBS"
"4115",4115,"La Paz",8,0.899363306345518,0.342931467603633,0,0,0,0,"Clean"
"4136",4136,"La Paz",8,0.924566770759915,0.361883108293879,0,0,0,0,"Clean"
"4168",4168,"La Paz",8,0.919840378741914,0.463889149537634,0,0,0,0,"Clean"
"4178",4178,"La Paz",8,0.911947914202055,0.879488571335431,1,0,0.81,0,"VS"
"4179",4179,"La Paz",8,0.922154997850658,0.908217599600461,1,0,0.829,0,"VS"
"4181",4181,"La Paz",8,0.941957045407873,0.334727719037936,0,0,0,0,"Clean"
"4184",4184,"La Paz",8,0.921743571623532,0.410166156638907,0,0,0,0,"Clean"
"4201",4201,"La Paz",8,0.937096654364493,0.359872317738316,0,0,0,0,"Clean"
"4203",4203,"La Paz",8,0.91367379863831,0.870751462039789,1,0,0.761,0,"VS"
"4206",4206,"La Paz",8,0.992700526182686,0.513604767638107,0,1,0,0.908,"BBS"
"4236",4236,"La Paz",8,0.982924687916587,0.311871440008123,0,1,0,0.761,"BBS"
"4243",4243,"La Paz",8,0.902059550600262,0.52093072584631,0,0,0,0,"Clean"
"4250",4250,"La Paz",8,0.933919049550794,0.298219895132814,0,0,0,0,"Clean"
"4256",4256,"La Paz",8,0.928827348777136,0.369975219271956,0,0,0,0,"Clean"
"4265",4265,"La Paz",8,0.987089694390475,0.348578390851499,0,1,0,0.826,"BBS"
"4268",4268,"La Paz",8,0.93741561403735,0.31938341607279,0,0,0,0,"Clean"
"4286",4286,"La Paz",9,0.980346423635691,0.422896533329081,0,1,0,0.791,"BBS"
"4287",4287,"La Paz",9,0.930836260977754,0.852412578495787,1,0,0.741,0,"VS"
"4300",4300,"La Paz",9,0.933137212360123,0.857116783086402,1,0,0.793,0,"VS"
"4309",4309,"La Paz",9,0.919399982532981,0.830742165326861,1,0,0.736,0,"VS"
"4312",4312,"La Paz",9,0.981212086880471,0.517585457096945,0,1,0,0.795,"BBS"
"4314",4314,"La Paz",9,0.931411795014504,0.911117304647558,1,0,0.863,0,"VS"
"4315",4315,"La Paz",9,0.913753361518678,0.53088976376774,0,0,0,0,"Clean"
"4317",4317,"La Paz",9,0.910711175651506,0.505313804828805,0,0,0,0,"Clean"
"4327",4327,"La Paz",9,0.946679541571231,0.461786088816504,0,0,0,0,"Clean"
"4334",4334,"La Paz",9,0.987299501262743,0.369635451145541,0,1,0,0.85,"BBS"
"4335",4335,"La Paz",9,0.925537536435993,0.863207399257852,1,0,0.765,0,"VS"
"4353",4353,"La Paz",9,0.97478405067552,0.526087501320214,0,1,0,0.745,"BBS"
"4384",4384,"La Paz",9,0.969766669984358,0.439254039921302,0,1,0,0.673,"BBS"
"4386",4386,"La Paz",9,0.899415586298299,0.861796419224279,1,0,0.799,0,"VS"
"4404",4404,"La Paz",9,0.987786929190878,0.334255835741606,0,1,0,0.857,"BBS"
"4410",4410,"La Paz",9,0.98966023715682,0.444491066042661,0,1,0,0.883,"BBS"
"4414",4414,"La Paz",9,0.99333534238678,0.393273002791604,0,1,0,0.914,"BBS"
"4430",4430,"La Paz",9,0.933815189247807,0.405080193329402,0,0,0,0,"Clean"
"4431",4431,"La Paz",9,0.912177518511222,0.380682052037171,0,0,0,0,"Clean"
"4434",4434,"La Paz",9,0.986785515316417,0.362429070615616,0,1,0,0.763,"BBS"
"4436",4436,"La Paz",9,0.929244390311002,0.331503994811234,0,0,0,0,"Clean"
"4446",4446,"La Paz",9,0.908669144608243,0.347567801271766,0,0,0,0,"Clean"
"4448",4448,"La Paz",9,0.945856180799906,0.505416377948796,0,0,0,0,"Clean"
"4451",4451,"La Paz",9,0.900784368582712,0.342713399401684,0,0,0,0,"Clean"
"4463",4463,"La Paz",9,0.946336029537435,0.318633147084927,0,0,0,0,"Clean"
"4467",4467,"La Paz",9,0.989492815235372,0.507405823098963,0,1,0,0.819,"BBS"
"4492",4492,"La Paz",9,0.917889014312674,0.419476598027472,0,0,0,0,"Clean"
"4535",4535,"La Paz",9,0.906036753421008,0.428263983060228,0,0,0,0,"Clean"
"4545",4545,"La Paz",9,0.923622722790096,0.525221448131704,0,0,0,0,"Clean"
"4548",4548,"La Paz",9,0.914573677977096,0.491223720697991,0,0,0,0,"Clean"
"4556",4556,"La Paz",9,0.919942057499716,0.869324616775953,1,0,0.761,0,"VS"
"4571",4571,"La Paz",9,0.909655334080069,0.900397291256613,1,0,0.827,0,"VS"
"4579",4579,"La Paz",9,0.91555320877642,0.869206268218528,1,0,0.722,0,"VS"
"4607",4607,"La Paz",9,0.914742282295049,0.375175214094373,0,0,0,0,"Clean"
"4609",4609,"La Paz",9,0.899272700980996,0.398562553120828,0,0,0,0,"Clean"
"4611",4611,"La Paz",9,0.912049072904282,0.524114177106781,0,0,0,0,"Clean"
"4626",4626,"La Paz",9,0.913898537238066,0.488844357439322,0,0,0,0,"Clean"
"4628",4628,"La Paz",9,0.938751091723387,0.894989873334509,1,0,0.812,0,"VS"
"4630",4630,"La Paz",9,0.939334048915978,0.415234884003645,0,0,0,0,"Clean"
"4644",4644,"La Paz",9,0.918028179402359,0.364165826570662,0,0,0,0,"Clean"
"4646",4646,"La Paz",9,0.908310791560931,0.872966877278006,1,0,0.809,0,"VS"
"4652",4652,"La Paz",9,0.943815049241954,0.417248008381024,0,0,0,0,"Clean"
"4659",4659,"La Paz",9,0.922125388816412,0.49207508869595,0,0,0,0,"Clean"
"4669",4669,"La Paz",9,0.981120825678959,0.366982662357614,0,1,0,0.771,"BBS"
"4670",4670,"La Paz",9,0.916716604652739,0.889268609509163,1,0,0.826,0,"VS"
"4677",4677,"La Paz",9,0.990150240210767,0.433347251350263,0,1,0,0.835,"BBS"
"4692",4692,"La Paz",9,0.940244391079995,0.384008822902146,0,0,0,0,"Clean"
"4697",4697,"La Paz",9,0.912849481780801,0.90216708058834,1,0,0.819,0,"VS"
"4698",4698,"La Paz",9,0.988350689127505,0.389658873553816,0,1,0,0.79,"BBS"
"4720",4720,"La Paz",9,0.927597425469536,0.856918318621285,1,0,0.747,0,"VS"
"4721",4721,"La Paz",9,0.90881852953408,0.449690070778946,0,0,0,0,"Clean"
"4726",4726,"La Paz",9,0.913066546663067,0.384940201448809,0,0,0,0,"Clean"
"4735",4735,"La Paz",9,0.917492587328154,0.51832681702263,0,0,0,0,"Clean"
"4751",4751,"La Paz",9,0.929715798478593,0.318689618701618,0,0,0,0,"Clean"
"4755",4755,"La Paz",9,0.912137597419869,0.881180424707163,1,0,0.827,0,"VS"
"4767",4767,"La Paz",9,0.946754650184066,0.92131842661327,1,0,0.879,0,"VS"
"4778",4778,"La Paz",9,0.914856058787092,0.40870142429838,0,0,0,0,"Clean"
"4790",4790,"La Paz",9,0.931995483627511,0.904722684570308,1,0,0.802,0,"VS"
"4798",4798,"La Paz",9,0.898770789892473,0.334033638915905,0,0,0,0,"Clean"
"4816",4816,"La Paz",9,0.932511135306921,0.875332086956867,1,0,0.794,0,"VS"
"4843",4843,"La Paz",9,0.989995524293311,0.394762829493261,0,1,0,0.89,"BBS"
"4851",4851,"La Paz",9,0.908874070719026,0.905662477975661,1,0,0.828,0,"VS"
"4855",4855,"La Paz",9,0.984434328882601,0.478717432843132,0,1,0,0.79,"BBS"
"4856",4856,"La Paz",9,0.989022565915829,0.470568449830762,0,1,0,0.853,"BBS"
"4861",4861,"La Paz",9,0.989609594305741,0.409453765376101,0,1,0,0.845,"BBS"
"4864",4864,"La Paz",9,0.930831150678686,0.373211211752977,0,0,0,0,"Clean"
"4867",4867,"La Paz",9,0.930175176897811,0.403880472941431,0,0,0,0,"Clean"
"4898",4898,"La Paz",9,0.988919539605039,0.313159530095845,0,1,0,0.834,"BBS"
"4907",4907,"La Paz",9,0.898666214453295,0.452327526757477,0,0,0,0,"Clean"
"4925",4925,"La Paz",9,0.903634594767083,0.436826664563762,0,0,0,0,"Clean"
"4955",4955,"La Paz",9,0.995222044841726,0.376427702593757,0,1,0,0.941,"BBS"
"4997",4997,"La Paz",9,0.988254046800365,0.378426164336597,0,1,0,0.776,"BBS"
"5001",5001,"La Paz",9,0.920510069263295,0.322577968421461,0,0,0,0,"Clean"
"5002",5002,"La Paz",9,0.920132978301927,0.913367242479188,1,0,0.823,0,"VS"
"5059",5059,"La Paz",9,0.995948286155016,0.437856948878746,0,1,0,0.943,"BBS"
"5068",5068,"La Paz",9,0.929030151993072,0.453632619930501,0,0,0,0,"Clean"
"5088",5088,"La Paz",9,0.990817093931127,0.503340819168854,0,1,0,0.875,"BBS"
"5092",5092,"La Paz",9,0.904394696810221,0.883377701427844,1,0,0.831,0,"VS"
"5094",5094,"La Paz",9,0.914265377741088,0.464499149669262,0,0,0,0,"Clean"
"5100",5100,"La Paz",10,0.911918898777429,0.674149069521814,0,0,0,0,"Clean"
"5107",5107,"La Paz",10,0.987979602192874,0.674918261588748,0,1,0,0.817,"BBS"
"5154",5154,"La Paz",10,0.988055407594085,0.606045305421985,0,1,0,0.839,"BBS"
"5187",5187,"La Paz",10,0.906175162108816,0.559696345880126,0,0,0,0,"Clean"
"5202",5202,"La Paz",10,0.988000378015998,0.561465453828509,0,1,0,0.894,"BBS"
"5213",5213,"La Paz",10,0.98752075955788,0.662223129962318,0,1,0,0.81,"BBS"
"5228",5228,"La Paz",10,0.918408985575239,0.640900754357824,0,0,0,0,"Clean"
"5230",5230,"La Paz",10,0.90409869432373,0.516568696313577,0,0,0,0,"Clean"
"5233",5233,"La Paz",10,0.937228923502192,0.606556652867859,0,0,0,0,"Clean"
"5240",5240,"La Paz",10,0.962559457678403,0.681630170678142,0,1,0,0.659,"BBS"
"5246",5246,"La Paz",10,0.931052243221282,0.944126715350263,1,0,0.806,0,"VS"
"5248",5248,"La Paz",10,0.90065082081266,0.578404916587418,0,0,0,0,"Clean"
"5249",5249,"La Paz",10,0.893008164379338,0.610959040623493,0,0,0,0,"Clean"
"5264",5264,"La Paz",10,0.934657192336259,0.650104654315818,0,0,0,0,"Clean"
"5268",5268,"La Paz",10,0.9327107184465,0.940571413663049,1,0,0.842,0,"VS"
"5269",5269,"La Paz",10,0.933239265826986,0.935308511078903,1,0,0.832,0,"VS"
"5270",5270,"La Paz",10,0.913644798968578,0.688694972038793,0,0,0,0,"Clean"
"5272",5272,"La Paz",10,0.893409606601486,0.687752680489481,0,0,0,0,"Clean"
"5276",5276,"La Paz",10,0.900108481404199,0.62664413229209,0,0,0,0,"Clean"
"5304",5304,"La Paz",10,0.89615548493877,0.595625970704502,0,0,0,0,"Clean"
"5306",5306,"La Paz",10,0.88779554458937,0.946415882924127,1,0,0.835,0,"VS"
"5310",5310,"La Paz",10,0.980170594787077,0.590508408119976,0,1,0,0.799,"BBS"
"5313",5313,"La Paz",10,0.99104080203706,0.588268323450511,0,1,0,0.881,"BBS"
"5319",5319,"La Paz",10,0.930160952026238,0.957294762566267,1,0,0.865,0,"VS"
"5335",5335,"La Paz",10,0.9183535566448,0.662937050134117,0,0,0,0,"Clean"
"5343",5343,"La Paz",10,0.976698999698899,0.605080360796603,0,1,0,0.746,"BBS"
"5345",5345,"La Paz",10,0.913436582059115,0.89399991471867,1,0,0.757,0,"VS"
"5354",5354,"La Paz",10,0.918097561334376,0.542574020595379,0,0,0,0,"Clean"
"5370",5370,"La Paz",10,0.989334307685222,0.550588586512573,0,1,0,0.873,"BBS"
"5376",5376,"La Paz",10,0.936159870003173,0.64670103013828,0,0,0,0,"Clean"
"5377",5377,"La Paz",10,0.894537059910976,0.66750500191264,0,0,0,0,"Clean"
"5391",5391,"La Paz",10,0.98944018490645,0.709341421612447,0,1,0,0.895,"BBS"
"5411",5411,"La Paz",10,0.916365244412815,0.708936781648034,0,0,0,0,"Clean"
"5412",5412,"La Paz",10,0.931784050880618,0.69646404868766,0,0,0,0,"Clean"
"5425",5425,"La Paz",10,0.89193922549239,0.541972688353971,0,0,0,0,"Clean"
"5435",5435,"La Paz",10,0.989420329794126,0.659636980448569,0,1,0,0.864,"BBS"
"5437",5437,"La Paz",10,0.989795790909759,0.575962221658892,0,1,0,0.888,"BBS"
"5455",5455,"La Paz",10,0.983088404021687,0.721258281550793,0,1,0,0.85,"BBS"
"5465",5465,"La Paz",10,0.924488842270942,0.918148351258652,1,0,0.765,0,"VS"
"5470",5470,"La Paz",10,0.916214103140635,0.930759188070068,1,0,0.822,0,"VS"
"5473",5473,"La Paz",10,0.919823526128105,0.536017886176179,0,0,0,0,"Clean"
"5504",5504,"La Paz",10,0.927011056589092,0.928927611784797,1,0,0.832,0,"VS"
"5514",5514,"La Paz",10,0.925051926667964,0.512409082054085,0,0,0,0,"Clean"
"5515",5515,"La Paz",10,0.925692013842764,0.528754287799643,0,0,0,0,"Clean"
"5520",5520,"La Paz",10,0.983984220694425,0.658017103944939,0,1,0,0.746,"BBS"
"5523",5523,"La Paz",10,0.901286697413616,0.955736216022895,1,0,0.872,0,"VS"
"5530",5530,"La Paz",10,0.925814674206959,0.896257314492677,1,0,0.749,0,"VS"
"5533",5533,"La Paz",10,0.928702418337944,0.514944013972322,0,0,0,0,"Clean"
"5537",5537,"La Paz",10,0.99578348699856,0.595029747912395,0,1,0,0.935,"BBS"
"5550",5550,"La Paz",10,0.911161862755955,0.536344344255319,0,0,0,0,"Clean"
"5557",5557,"La Paz",10,0.998540849103133,0.60652074941017,0,1,0,0.98,"BBS"
"5566",5566,"La Paz",10,0.924878873978393,0.688103780643536,0,0,0,0,"Clean"
"5576",5576,"La Paz",10,0.934057302344131,0.622965902914024,0,0,0,0,"Clean"
"5582",5582,"La Paz",10,0.925023240558124,0.938616585133562,1,0,0.876,0,"VS"
"5585",5585,"La Paz",10,0.982882531953687,0.541698284256921,0,1,0,0.799,"BBS"
"5597",5597,"La Paz",10,0.923761973809587,0.699930670202369,0,0,0,0,"Clean"
"5607",5607,"La Paz",10,0.91568930528579,0.92763368222538,1,0,0.838,0,"VS"
"5623",5623,"La Paz",10,0.93338254669517,0.683655931403149,0,0,0,0,"Clean"
"5628",5628,"La Paz",10,0.927294360220339,0.907774615271197,1,0,0.787,0,"VS"
"5645",5645,"La Paz",10,0.897174201441551,0.888371488148671,1,0,0.688,0,"VS"
"5685",5685,"La Paz",10,0.988130883883567,0.555971838555729,0,1,0,0.894,"BBS"
"5688",5688,"La Paz",10,0.998423248237222,0.615599538395838,0,1,0,0.985,"BBS"
"5689",5689,"La Paz",10,0.895044444698496,0.614433086542851,0,0,0,0,"Clean"
"5690",5690,"La Paz",10,0.925287253202182,0.515871647312711,0,0,0,0,"Clean"
"5712",5712,"La Paz",10,0.989829109811261,0.585272487953537,0,1,0,0.883,"BBS"
"5739",5739,"La Paz",10,0.927355095260746,0.538976786234391,0,0,0,0,"Clean"
"5746",5746,"La Paz",10,0.930457650281342,0.720338103043152,0,0,0,0,"Clean"
"5753",5753,"La Paz",10,0.893924653468352,0.70758517198143,0,0,0,0,"Clean"
"5755",5755,"La Paz",10,0.93045824620181,0.956651176104998,1,0,0.892,0,"VS"
"5772",5772,"La Paz",10,0.901852171902447,0.578084120503022,0,0,0,0,"Clean"
"5777",5777,"La Paz",10,0.896768898017082,0.674291462676094,0,0,0,0,"Clean"
"5782",5782,"La Paz",10,0.894682381894824,0.878403126647325,1,0,0.715,0,"VS"
"5784",5784,"La Paz",10,0.918012688076418,0.708964703058537,0,0,0,0,"Clean"
"5787",5787,"La Paz",10,0.925625868623766,0.631856994755674,0,0,0,0,"Clean"
"5788",5788,"La Paz",10,0.934859005407072,0.653608465403124,0,0,0,0,"Clean"
"5800",5800,"La Paz",10,0.937479356712526,0.940776001799385,1,0,0.851,0,"VS"
"5807",5807,"La Paz",10,0.985336198447755,0.581027096625774,0,1,0,0.837,"BBS"
"5813",5813,"La Paz",10,0.899022659605638,0.585735709782714,0,0,0,0,"Clean"
"5819",5819,"La Paz",10,0.934183213145483,0.918035838109169,1,0,0.751,0,"VS"
"5847",5847,"La Paz",10,0.890837074361155,0.537075129162327,0,0,0,0,"Clean"
"5848",5848,"La Paz",10,0.922674740267315,0.683202058774692,0,0,0,0,"Clean"
"5849",5849,"La Paz",10,0.906687113455321,0.658307855448032,0,0,0,0,"Clean"
"5874",5874,"La Paz",10,0.922021687503119,0.582577261942902,0,0,0,0,"Clean"
"5883",5883,"La Paz",10,0.930253109356971,0.632958493532464,0,0,0,0,"Clean"
"5884",5884,"La Paz",10,0.915312014172952,0.925681126811999,1,0,0.822,0,"VS"
"5896",5896,"La Paz",10,0.93547405383406,0.529986760183607,0,0,0,0,"Clean"
"5906",5906,"La Paz",10,0.897287346224203,0.571217064200697,0,0,0,0,"Clean"
"5924",5924,"La Paz",10,0.92645155267509,0.594936769012523,0,0,0,0,"Clean"
"5941",5941,"La Paz",10,0.912660430503009,0.641548512309766,0,0,0,0,"Clean"
"5948",5948,"La Paz",10,0.907368812503879,0.693344253028624,0,0,0,0,"Clean"
"5949",5949,"La Paz",10,0.893743866536723,0.611250257249167,0,0,0,0,"Clean"
"5965",5965,"La Paz",10,0.901425523279682,0.696382454479017,0,0,0,0,"Clean"
"5973",5973,"La Paz",10,0.919966010426818,0.951579489117623,1,0,0.888,0,"VS"
"6002",6002,"La Paz",11,0.934915491576085,0.401789892699769,0,0,0,0,"Clean"
"6041",6041,"La Paz",11,0.913100032868917,0.871687792098929,1,0,0.78,0,"VS"
"6051",6051,"La Paz",11,0.984877833517708,0.523693896085373,0,1,0,0.784,"BBS"
"6053",6053,"La Paz",11,0.934346951437333,0.434025295522501,0,0,0,0,"Clean"
"6056",6056,"La Paz",11,0.912220681498048,0.433506532461224,0,0,0,0,"Clean"
"6060",6060,"La Paz",11,0.990439037551007,0.451069273717526,0,1,0,0.851,"BBS"
"6083",6083,"La Paz",11,0.905253355987133,0.469915098185732,0,0,0,0,"Clean"
"6088",6088,"La Paz",11,0.987816756840286,0.532959044677722,0,1,0,0.853,"BBS"
"6091",6091,"La Paz",11,0.898995083477437,0.476045601250363,0,0,0,0,"Clean"
"6098",6098,"La Paz",11,0.9122040975552,0.517125639299293,0,0,0,0,"Clean"
